type,facility_name,zip
COUNTY JAIL,ASHE COUNTY JAIL,28640
COUNTY JAIL,AVERY COUNTY JAIL,28657
COUNTY JAIL,BEAUFORT COUNTY JAIL,27889
COUNTY JAIL,BLADEN COUNTY JAIL,28337
COUNTY JAIL,BRUNSWICK COUNTY JAIL,28422
COUNTY JAIL,BUNCOMBE COUNTY JAIL,28801
COUNTY JAIL,BURKE COUNTY JAIL,28680
DETENTION CENTER,BURKE/CATAWBA DETENTION FACILITY,28655
COUNTY JAIL,CABARRUS COUNTY JAIL,28026
COUNTY JAIL,CALDWELL COUNTY JAIL,28645
COUNTY JAIL,CARTERET COUNTY JAIL,28516
COUNTY JAIL,CASWELL COUNTY JAIL,27379
DETENTION CENTER,CATAWBA COUNTY DETENTION FACILITY,28658
COUNTY JAIL,CHATHAM COUNTY JAIL,27312
COUNTY JAIL,CHEROKEE COUNTY JAIL,28906
COUNTY JAIL,CHOWAN COUNTY JAIL,27932
COUNTY JAIL,CLAY COUNTY JAIL,28904
COUNTY JAIL,CLEVELAND COUNTY,28151
DETENTION CENTER,COLUMBUS COUNTY DETENTION CENTER,28472
COUNTY JAIL,CRAVEN COUNTY JAIL,28563
COUNTY JAIL,CUMBERLAND COUNTY JAIL,28301
COUNTY JAIL,CURRITUCK COUNTY JAIL,27956
DETENTION CENTER,DARE COUNTY DETENTION CENTER,27954
COUNTY JAIL,DAVIDSON COUNTY JAIL,27293
COUNTY JAIL,DAVIE COUNTY JAIL,27028
COUNTY JAIL,DUPLIN COUNTY JAIL,28349
COUNTY JAIL,DURHAM COUNTY JAIL,27701
COUNTY JAIL,EDGECOMBE COUNTY JAIL,27886
COUNTY JAIL,FORSYTH COUNTY JAIL,27101
DETENTION CENTER,FRANKLIN COUNTY DETENTION CENTER,27549
COUNTY JAIL,GASTON COUNTY,28053
COUNTY JAIL,GRAHAM COUNTY JAIL,28771
COUNTY JAIL,GRANVILLE COUNTY JAIL,27565
COUNTY JAIL,GREENE COUNTY JAIL,28580
COUNTY JAIL,GUILFORD COUNTY,27402
COUNTY JAIL,HALIFAX COUNTY JAIL,27839
COUNTY JAIL,HARNETT COUNTY JAIL,27546
COUNTY JAIL,HAYWOOD COUNTY JAIL,28786
COUNTY JAIL,HENDERSON COUNTY JAIL,28792
COUNTY JAIL,HERTFORD COUNTY JAIL,27986
COUNTY JAIL,HOKE COUNTY JAIL,28376
COUNTY JAIL,IREDELL COUNTY JAIL,28687
COUNTY JAIL,JACKSON COUNTY JAIL,28779
COUNTY JAIL,JOHNSTON COUNTY JAIL,27577
COUNTY JAIL,JONES COUNTY JAIL,28585
COUNTY JAIL,LEE COUNTY JAIL,27331
COUNTY JAIL,LENOIR COUNTY JAIL,28501
COUNTY JAIL,LINCOLN COUNTY JAIL,28092
COUNTY JAIL,MCDOWELL COUNTY JAIL,28752
COUNTY JAIL,MACON COUNTY JAIL,28734
COUNTY JAIL,MADISON COUNTY JAIL,28753
REGIONAL JAIL,BERTIE-MARTIN REGIONAL JAIL,27983
COUNTY JAIL,MECKLENBURG COUNTY,28202
COUNTY JAIL,MONTGOMERY COUNTY JAIL,27371
COUNTY JAIL,MOORE COUNTY JAIL,28327
COUNTY JAIL,NASH COUNTY JAIL,27856
DETENTION CENTER,NEW HANOVER DETENTION FACILITY,28429
COUNTY JAIL,NORTHAMPTON COUNTY JAIL,27845
COUNTY JAIL,ONSLOW COUNTY JAIL,28540
COUNTY JAIL,ORANGE COUNTY JAIL,27278
COUNTY JAIL,PAMLICO COUNTY JAIL,28515
REGIONAL JAIL,ALBEMARLE DISTRICT REGIONAL JAIL,27907
COUNTY JAIL,PENDER COUNTY JAIL,28425
COUNTY JAIL,PERSON COUNTY JAIL,27573
DETENTION CENTER,PITT COUNTY DETENTION CENTER,27834
COUNTY JAIL,POLK COUNTY JAIL,28722
COUNTY JAIL,RANDOLPH COUNTY JAIL,27203
COUNTY JAIL,RICHMOND COUNTY JAIL,28379
COUNTY JAIL,ROBESON COUNTY JAIL,28358
COUNTY JAIL,ROCKINGHAM COUNTY JAIL,27375
COUNTY JAIL,ROWAN COUNTY JAIL,28144
COUNTY JAIL,RUTHERFORD COUNTY JAIL,28139
COUNTY JAIL,SAMPSON COUNTY JAIL,28328
COUNTY JAIL,SCOTLAND COUNTY JAIL,28352
COUNTY JAIL,STANLY COUNTY JAIL,28001
COUNTY JAIL,STOKES COUNTY JAIL,27016
COUNTY JAIL,SURRY COUNTY JAIL,27017
COUNTY JAIL,SWAIN COUNTY JAIL,28713
COUNTY JAIL,TRANSYLVANIA COUNTY JAIL,28712
COUNTY JAIL,TYRRELL COUNTY JAIL,27925
COUNTY JAIL,UNION COUNTY JAIL,28112
COUNTY JAIL,VANCE COUNTY JAIL,27536
COUNTY JAIL,WAKE COUNTY JAIL,27602
COUNTY JAIL,WARREN COUNTY JAIL,27589
COUNTY JAIL,WASHINGTON COUNTY JAIL,27962
COUNTY JAIL,WATAUGA COUNTY JAIL,28607
COUNTY JAIL,WAYNE COUNTY JAIL,27533
COUNTY JAIL,WILKES COUNTY JAIL,28697
COUNTY JAIL,WILSON COUNTY JAIL,27893
COUNTY JAIL,YADKIN COUNTY JAIL,27055
COUNTY JAIL,YANCEY COUNTY JAIL,28714
COUNTY JAIL,ADAMS COUNTY JAIL,58639
CORRECTIONAL FACILITY,BARNES COUNTY CORRECTIONAL FACILITY,58072
COUNTY JAIL,BOTTINEAU COUNTY JAIL,58318
DETENTION CENTER,BURLEIGH COUNTY DETENTION CENTER,58502
COUNTY JAIL,CASS COUNTY JAIL,58103
COUNTY JAIL,CAVALIER COUNTY JAIL,58249
CORRECTIONAL FACILITY,GRAND FORKS COUNTY CORRECTIONAL CENTER,58206
COUNTY JAIL,MCKENZIE COUNTY JAIL,58854
COUNTY JAIL,MERCER COUNTY JAIL,58571
CORRECTIONAL FACILITY,MORTON COUNTY CORRECTIONAL CENTER,58554
COUNTY JAIL,MOUNTRAIL COUNTY JAIL,58784
COUNTY JAIL,PEMBINA COUNTY JAIL,58220
COUNTY JAIL,PIERCE COUNTY JAIL,58368
LAW ENFORCEMENT CENTER,LAKE REGIONAL LAW ENFORCEMENT CENTER,58301
COUNTY JAIL,RICHLAND COUNTY JAIL,58075
COUNTY JAIL,ROLETTE COUNTY JAIL,58367
CORRECTIONAL FACILITY,SOUTHWEST MULTI-CO REGIONAL CORR FACILITY,58601
CORRECTIONAL FACILITY,STUTSMAN COUNTY CORRECTIONAL CENTER,58401
COUNTY JAIL,TRAILL COUNTY JAIL,58045
COUNTY JAIL,WALSH COUNTY JAIL,58237
COUNTY JAIL,WARD COUNTY JAIL,58702
CORRECTIONAL FACILITY,WILLIAMS COUNTY CORRECTIONAL CENTER,58802
COUNTY JAIL,ADAMS COUNTY JAIL,45693
COUNTY JAIL,ALLEN COUNTY JAIL,45801
COUNTY JAIL,ASHLAND COUNTY JAIL,44805
COUNTY JAIL,ASHTABULA COUNTY JAIL,44047
REGIONAL JAIL,SOUTHEASTERN OHIO REGIONAL JAIL,45764
COUNTY JAIL,AUGLAIZE COUNTY JAIL,45895
COUNTY JAIL,BELMONT COUNTY JAIL,43950
COUNTY JAIL,BROWN COUNTY JAIL,45121
COUNTY JAIL,BUTLER COUNTY JAIL,45011
COUNTY JAIL,CARROLL COUNTY JAIL,44615
REGIONAL JAIL,TRI-COUNTY REGIONAL JAIL,43044
COUNTY JAIL,CLARK COUNTY JAIL,45502
COUNTY JAIL,CLERMONT COUNTY JAIL,45103
COUNTY JAIL,CLINTON COUNTY JAIL,45177
COUNTY JAIL,COSHOCTON COUNTY JAIL,43812
COUNTY JAIL,CRAWFORD COUNTY JAIL,44820
CORRECTIONAL FACILITY,CUYAHOGA COUNTY CORRECTIONAL CENTER,44113
COUNTY JAIL,DARKE COUNTY JAIL,45331
COUNTY JAIL,DELAWARE COUNTY JAIL,43015
COUNTY JAIL,ERIE COUNTY JAIL,44870
COUNTY JAIL,FAIRFIELD COUNTY JAIL,43130
COUNTY JAIL,FAYETTE COUNTY JAIL,43160
COUNTY JAIL,FRANKLIN COUNTY,43215
CORRECTIONAL FACILITY,FRANKLIN CO COMMUNTY-BASED CORR. FACILITY,43207
COUNTY JAIL,GALLIA COUNTY JAIL,45631
COUNTY JAIL,GEAUGA COUNTY JAIL,44024
COUNTY JAIL,GREENE COUNTY JAIL,45385
COUNTY JAIL,GUERNSEY COUNTY JAIL,43725
COUNTY JAIL,HAMILTON COUNTY,45202
CORRECTIONAL FACILITY,RIVER CITY CORRECTIONAL FACILITY,45225
COUNTY JAIL,HANCOCK COUNTY JUSTICE CENTER,45840
COUNTY JAIL,HARRISON COUNTY JAIL,43907
COUNTY JAIL,HIGHLAND COUNTY JAIL,45133
COUNTY JAIL,HOLMES COUNTY JAIL,44633
COUNTY JAIL,HURON COUNTY JAIL,44857
COUNTY JAIL,JEFFERSON COUNTY JAIL,43952
COUNTY JAIL,KNOX COUNTY JAIL,43050
DETENTION CENTER,LAKE COUNTY ADULT DETENTION CENTER,44077
COUNTY JAIL,LAWRENCE COUNTY JAIL,45638
COUNTY JAIL,LICKING COUNTY JAIL,43055
COUNTY JAIL,LOGAN COUNTY JAIL,43311
COUNTY JAIL,LORAIN COUNTY JAIL,44035
CORRECTIONAL FACILITY,LUCAS COUNTY CORRECTIONAL CENTER,43624
COUNTY JAIL,MAHONING COUNTY JAIL,44503
CORRECTIONAL FACILITY,MULTI COUNTY CORRECTIONAL CTR,43302
COUNTY JAIL,MEDINA COUNTY JAIL,44256
COUNTY JAIL,MERCER COUNTY JAIL,45822
COUNTY JAIL,MIAMI COUNTY JAIL,45373
COUNTY JAIL,MONTGOMERY COUNTY JAIL,45422
COUNTY JAIL,MORROW COUNTY JAIL,43338
COUNTY JAIL,MUSKINGUM COUNTY JAIL,43701
COUNTY JAIL,NOBLE COUNTY JAIL,43724
COUNTY JAIL,OTTAWA COUNTY,43452
COUNTY JAIL,PAULDING COUNTY JAIL,45879
COUNTY JAIL,PICKAWAY COUNTY JAIL,43113
COUNTY JAIL,PORTAGE COUNTY JAIL,44266
COUNTY JAIL,PREBLE COUNTY JAIL,45320
COUNTY JAIL,PUTNAM COUNTY JAIL,45875
COUNTY JAIL,RICHLAND COUNTY JAIL,44902
COUNTY JAIL,ROSS COUNTY JAIL,45601
COUNTY JAIL,SANDUSKY COUNTY JAIL,43420
COUNTY JAIL,SCIOTO COUNTY JAIL,45662
COUNTY JAIL,SENECA COUNTY SHERIFF'S OFFICE,44883
COUNTY JAIL,SHELBY COUNTY JAIL,45365
COUNTY JAIL,STARK COUNTY JAIL,44705
COUNTY JAIL,SUMMIT COUNTY JAIL,44311
COUNTY JAIL,TRUMBULL COUNTY JAIL,44481
COUNTY JAIL,TUSCARAWAS COUNTY JAIL,44663
COUNTY JAIL,WARREN COUNTY JAIL,45036
COUNTY JAIL,WASHINGTON COUNTY JAIL,45750
COUNTY JAIL,WAYNE COUNTY JAIL,44691
CORRECTIONAL FACILITY,NORTHWEST OH REGIONAL CORRECTIONAL CENTER,43557
COUNTY JAIL,WOOD COUNTY JAIL,43402
COUNTY JAIL,WYANDOT COUNTY JAIL,43351
CITY JAIL,MIDDLETOWN CITY JAIL,45042
CITY JAIL,BEACHWOOD CITY JAIL,44122
CITY JAIL,BEDFORD HEIGHTS CITY JAIL,44146
CITY JAIL,BROOKLYN CITY JAIL,44144
CORRECTIONAL FACILITY,CLEVELAND HOUSE OF CORRECTION,44122
CITY JAIL,EAST CLEVELAND CITY JAIL,44112
CITY JAIL,EUCLID CITY JAIL,44123
CITY JAIL,GARFIELD HEIGHTS CITY JAIL,44125
CITY JAIL,HIGHLAND HEIGHTS CITY JAIL,44143
CITY JAIL,LAKEWOOD CITY JAIL,44107
CITY JAIL,MAPLE HEIGHTS CITY JAIL,44137
CITY JAIL,MAYFIELD HEIGHTS CITY JAIL,44124
CITY JAIL,MIDDLEBURG CITY JAIL,44130
CITY JAIL,NORTH OLMSTED CITY JAIL,44070
CITY JAIL,NORTH ROYALTON CITY JAIL,44133
CITY JAIL,STRONGSVILLE CITY JAIL,44136
CITY JAIL,ZANESVILLE CITY JAIL,43071
CITY JAIL,NILES CITY JAIL,44446
COUNTY JAIL,COLUMBIANA COUNTY JAIL,44432
COUNTY JAIL,ADAIR COUNTY JAIL,74960
COUNTY JAIL,ALFALFA COUNTY JAIL,73728
COUNTY JAIL,ATOKA COUNTY JAIL,74525
COUNTY JAIL,BEAVER COUNTY JAIL,73932
COUNTY JAIL,BECKHAM COUNTY JAIL,73662
COUNTY JAIL,BLAINE COUNTY JAIL,73772
COUNTY JAIL,BRYAN COUNTY JAIL,74701
COUNTY JAIL,CADDO COUNTY JAIL,73005
COUNTY JAIL,CANADIAN COUNTY JAIL,73036
COUNTY JAIL,CARTER COUNTY JAIL,73401
COUNTY JAIL,CHEROKEE COUNTY JAIL,74464
COUNTY JAIL,CHOCTAW COUNTY JAIL,74743
COUNTY JAIL,CIMARRON COUNTY JAIL,73933
DETENTION CENTER,CLEVELAND COUNTY DETENTION CENTER,73069
COUNTY JAIL,COAL COUNTY JAIL,74538
COUNTY JAIL,COMANCHE COUNTY JAIL,73501
COUNTY JAIL,COTTON COUNTY JAIL,73572
COUNTY JAIL,CRAIG COUNTY JAIL,74301
COUNTY JAIL,CREEK COUNTY JAIL,74067
COUNTY JAIL,CUSTER COUNTY JAIL,73620
COUNTY JAIL,DELAWARE COUNTY JAIL,74346
COUNTY JAIL,DEWEY COUNTY JAIL,73667
COUNTY JAIL,ELLIS COUNTY JAIL,73832
COUNTY JAIL,GARFIELD COUNTY JAIL,73702
COUNTY JAIL,GARVIN COUNTY JAIL,73075
COUNTY JAIL,GRADY COUNTY JAIL,73018
COUNTY JAIL,GRANT COUNTY JAIL,73759
COUNTY JAIL,GREER COUNTY JAIL,73554
COUNTY JAIL,HARMON COUNTY JAIL,73550
COUNTY JAIL,HARPER COUNTY JAIL,73834
COUNTY JAIL,HASKELL COUNTY JAIL,74462
COUNTY JAIL,HUGHES COUNTY JAIL,74848
COUNTY JAIL,JACKSON COUNTY JAIL,73521
COUNTY JAIL,JEFFERSON COUNTY JAIL,73573
COUNTY JAIL,JOHNSTON COUNTY JAIL,73460
COUNTY JAIL,KAY COUNTY JAIL,74647
COUNTY JAIL,KINGFISHER COUNTY JAIL,73750
COUNTY JAIL,KIOWA COUNTY JAIL,73651
COUNTY JAIL,LATIMER COUNTY JAIL,74578
COUNTY JAIL,LE FLORE COUNTY JAIL,74953
COUNTY JAIL,LINCOLN COUNTY JAIL,74834
COUNTY JAIL,LOGAN COUNTY JAIL,73044
COUNTY JAIL,LOVE COUNTY JAIL,73448
COUNTY JAIL,MCCLAIN COUNTY JAIL,73080
COUNTY JAIL,MCCURTAIN COUNTY JAIL,74745
COUNTY JAIL,MCINTOSH COUNTY JAIL,74432
COUNTY JAIL,MAJOR COUNTY JAIL,73737
COUNTY JAIL,MARSHALL COUNTY JAIL,73446
COUNTY JAIL,MAYES COUNTY JAIL,74361
COUNTY JAIL,MURRAY COUNTY JAIL,73086
DETENTION CENTER,MUSKOGEE COUNTY/CITY DETENTION CENTER,74401
COUNTY JAIL,NOBLE COUNTY JAIL,73077
COUNTY JAIL,NOWATA COUNTY JAIL,74048
COUNTY JAIL,OKFUSKEE COUNTY JAIL,74859
COUNTY JAIL,OKLAHOMA COUNTY JAIL,73102
COUNTY JAIL,OKMULGEE COUNTY JAIL,74447
COUNTY JAIL,OSAGE COUNTY JAIL,74056
COUNTY JAIL,OTTAWA COUNTY JAIL,74354
COUNTY JAIL,PAWNEE COUNTY JAIL,74058
COUNTY JAIL,PAYNE COUNTY JAIL,74074
COUNTY JAIL,PITTSBURG COUNTY JAIL,74501
COUNTY JAIL,PONTOTOC COUNTY JAIL,74820
CORRECTIONAL FACILITY,POTTAWATOMIE CO PUBLIC SAFETY CENTER TRUST,74804
COUNTY JAIL,PUSHMATAHA COUNTY JAIL,74523
COUNTY JAIL,ROGER MILLS COUNTY JAIL,73628
COUNTY JAIL,ROGERS COUNTY JAIL,74017
COUNTY JAIL,SEMINOLE COUNTY JAIL,74884
COUNTY JAIL,SEQUOYAH COUNTY JAIL,74955
COUNTY JAIL,STEPHENS COUNTY JAIL,73533
COUNTY JAIL,TEXAS COUNTY JAIL,73942
COUNTY JAIL,TILLMAN COUNTY JAIL,73542
CORRECTIONAL FACILITY,DAVID L MOSS CRIMINAL JUSTICE CENTER- C.C.A.,74103
COUNTY JAIL,WAGONER COUNTY JAIL,74467
COUNTY JAIL,WASHINGTON COUNTY JAIL,74003
COUNTY JAIL,WASHITA COUNTY JAIL,73632
COUNTY JAIL,WOODS COUNTY JAIL,73717
COUNTY JAIL,WOODWARD COUNTY JAIL,73801
CITY JAIL,ELK CITY JAIL,73648
CITY JAIL,CARNEGIE CITY JAIL,73015
CITY JAIL,LAWTON CITY JAIL,73501
CITY JAIL,BRISTOW CITY JAIL,74010
CITY JAIL,CLINTON CITY JAIL,73601
CITY JAIL,WEATHERFORD CITY JAIL,73096
CITY JAIL,PONCA CITY JAIL,74601
CITY JAIL,IDABEL CITY JAIL,74745
CITY JAIL,CHECOTAH CITY JAIL,74426
CITY JAIL,MIDWEST CITY JAIL,73110
CITY JAIL,CLEVELAND CITY JAIL,74020
CITY JAIL,ADA CITY JAIL,74820
CITY JAIL,SEMINOLE CITY JAIL,74868
CITY JAIL,MULDROW CITY JAIL,74948
CITY JAIL,ROLAND CITY JAIL,74954
CITY JAIL,BROKEN ARROW CITY JAIL,74012
COUNTY JAIL,BAKER COUNTY JAIL,97814
COUNTY JAIL,BENTON COUNTY JAIL,97330
COUNTY JAIL,CLACKAMAS COUNTY JAIL,97045
CORRECTIONAL FACILITY,CLACKAMAS COUNTY CORRECTIONAL FACILITY,97222
CORRECTIONAL FACILITY,CLATSOP COUNTY CORRECTIONS FACILITY,97103
COUNTY JAIL,COLUMBIA COUNTY JAIL,97051
COUNTY JAIL,COOS COUNTY JAIL,97423
CORRECTIONAL FACILITY,CROOK COUNTY CORRECTIONAL FACILITY,97754
COUNTY JAIL,CURRY COUNTY JAIL,97444
CORRECTIONAL FACILITY,DESCHUTES COUNTY CORRECTIONAL FACILITY,97701
CORRECTIONAL FACILITY,DOUGLAS COUNTY CORRECTIONS,97470
COUNTY JAIL,GRANT COUNTY JAIL,97820
COUNTY JAIL,HARNEY COUNTY JAIL,97720
COUNTY JAIL,JACKSON COUNTY JAIL,97501
COUNTY JAIL,JEFFERSON COUNTY JAIL,97741
COUNTY JAIL,JOSEPHINE COUNTY ADULT JAIL,97526
COUNTY JAIL,KLAMATH COUNTY JAIL,97601
COUNTY JAIL,LAKE COUNTY JAIL,97630
COUNTY JAIL,LANE COUNTY,97401
COUNTY JAIL,LINCOLN COUNTY JAIL,97365
COUNTY JAIL,LINN COUNTY JAIL,97321
COUNTY JAIL,MALHEUR COUNTY JAIL,97918
COUNTY JAIL,MARION COUNTY,97309
DETENTION CENTER,MULTNOMAH COUNTY DETENTION FACILITY,97214
COUNTY JAIL,POLK COUNTY JAIL,97338
COUNTY JAIL,TILLAMOOK COUNTY JAIL,97141
COUNTY JAIL,UMATILLA COUNTY JAIL,97801
CORRECTIONAL FACILITY,UNION COUNTY CORRECTIONAL FACILITY,97850
COUNTY JAIL,NORTHERN OREGON REGIONAL FACILITY,97058
COUNTY JAIL,WASHINGTON COUNTY JAIL,97123
CORRECTIONAL FACILITY,YAMHILL COUNTY CORRECTIONAL FACILITY,97128
CITY JAIL,COTTAGE GROVE CITY JAIL,97424
CITY JAIL,JUNCTION CITY JAIL,97448
COUNTY JAIL,ADAMS COUNTY JAIL,17325
COUNTY JAIL,ALLEGHENY COUNTY JAIL,15219
COUNTY JAIL,ARMSTRONG COUNTY JAIL,16201
COUNTY JAIL,BEAVER COUNTY JAIL,15001
COUNTY JAIL,BEDFORD COUNTY JAIL,15522
COUNTY PRISON,BERKS COUNTY PRISON,19533
COUNTY PRISON,BLAIR COUNTY PRISON,16648
COUNTY JAIL,BRADFORD COUNTY JAIL,16947
COUNTY JAIL,BUCKS COUNTY,18901
CORRECTIONAL FACILITY,BUTLER COUNTY CORRECTIONAL INSTITUTION,16001
COUNTY PRISON,CAMBRIA COUNTY PRISON,15931
COUNTY JAIL,CARBON COUNTY JAIL,18240
COUNTY PRISON,CENTRE COUNTY PRISON,16823
COUNTY PRISON,CHESTER COUNTY PRISON,19382
COUNTY JAIL,CLARION COUNTY CORRECTIONS,16254
COUNTY PRISON,CLEARFIELD COUNTY PRISON,16830
COUNTY PRISON,CLINTON COUNTY PRISON,17748
COUNTY PRISON,COLUMBIA COUNTY PRISON,17815
CORRECTIONAL FACILITY,CRAWFORD COUNTY CORRECTIONAL FACILITY,16433
COUNTY PRISON,CUMBERLAND COUNTY PRISON,17013
COUNTY PRISON,DAUPHIN COUNTY PRISON,17111
COUNTY PRISON,ELK COUNTY PRISON,15853
COUNTY PRISON,ERIE COUNTY,16503
COUNTY PRISON,FAYETTE COUNTY PRISON,15401
COUNTY PRISON,FRANKLIN COUNTY PRISON,17201
COUNTY PRISON,GREENE COUNTY PRISON,15370
COUNTY JAIL,HUNTINGDON COUNTY PRISON,16652
COUNTY JAIL,INDIANA COUNTY JAIL,15701
COUNTY JAIL,JEFFERSON COUNTY PRISON,15825
COUNTY JAIL,JUNIATA COUNTY JAIL,17059
COUNTY JAIL,LACKAWANNA COUNTY PRISON,18509
CORRECTIONAL FACILITY,LANCASTER COUNTY PRISON,17602
CORRECTIONAL FACILITY,LAWRENCE COUNTY CORRECTIONS,16101
CORRECTIONAL FACILITY,LEBANON COUNTY CORRECTIONAL FACILITY,17042
COUNTY JAIL,LEHIGH COUNTY,18102
CORRECTIONAL FACILITY,LUZERNE COUNTY CORRECTIONAL FACILITY,18702
COUNTY PRISON,LYCOMING COUNTY PRISON,17701
COUNTY JAIL,MCKEAN COUNTY JAIL,16749
COUNTY JAIL,MERCER COUNTY JAIL,16137
CORRECTIONAL FACILITY,MIFFLIN COUNTY CORRECTIONAL FACILITY,17044
CORRECTIONAL FACILITY,MONROE COUNTY CORRECTIONAL FACILITY,18360
CORRECTIONAL FACILITY,MONTGOMERY CO PRISON CORRECTIONAL FACILITY,19403
COUNTY PRISON,MONTOUR COUNTY PRISON,17821
CORRECTIONAL FACILITY,NORTHAMPTON COUNTY DEPT OF CORRECTIONS,18042
CORRECTIONAL FACILITY,NORTHUMBERLAND COUNTY DEPT OF CORRECTIONS,17801
COUNTY JAIL,PERRY COUNTY JAIL,17068
COUNTY JAIL,PIKE COUNTY JAIL,18428
COUNTY JAIL,POTTER COUNTY JAIL,16915
COUNTY PRISON,SCHUYKILL COUNTY PRISON,17901
COUNTY JAIL,SNYDER COUNTY JAIL,17870
COUNTY JAIL,SOMERSET COUNTY JAIL,15501
COUNTY JAIL,SUSQUEHANNA COUNTY JAIL,18801
COUNTY JAIL,TIOGA COUNTY JAIL,16901
COUNTY JAIL,UNION COUNTY JAIL,17837
COUNTY JAIL,VENANGO COUNTY JAIL,16323
COUNTY JAIL,WARREN COUNTY JAIL,16365
COUNTY JAIL,WASHINGTON COUNTY JAIL,15301
COUNTY JAIL,WAYNE COUNTY JAIL,18431
COUNTY PRISON,WESTMORELAND COUNTY PRISON,15601
CORRECTIONAL FACILITY,WYOMING COUNTY CORRECTIONAL FACILITY,18657
COUNTY PRISON,YORK COUNTY PRISON,17402
COUNTY PRISON,PHILADELPHIA PRISON SYSTEM,19136
DETENTION CENTER,FEDERAL DETENTION CENTER,19106
CORRECTIONAL FACILITY,COMMUNITY CORRECTIONS CENTER/GOODWILL,15203
DETENTION CENTER,PROGRAM FOR FEMALE OFFENDERS & ACTA,15219
COUNTY JAIL,ALLEGHENY COUNTY RENEWAL INCORPORATED,15222
CORRECTIONAL FACILITY,GEORGE W. HILL CORRECTIONAL FACILITY,19373
DETENTION CENTER,ABBEVILLE COUNTY DETENTION CENTER,29620
DETENTION CENTER,AIKEN COUNTY DETENTION CENTER,29801
COUNTY JAIL,ALLENDALE COUNTY JAIL,29810
COUNTY JAIL,ANDERSON COUNTY JAIL,29625
COUNTY JAIL,BAMBERG COUNTY JAIL,29003
DETENTION CENTER,BARNWELL COUNTY DETENTION CENTER,29812
DETENTION CENTER,BEAUFORT COUNTY DETENTION CENTER,29902
DETENTION CENTER,BERKELEY COUNTY DETENTION CENTER,29461
COUNTY JAIL,CHARLESTON COUNTY JAIL,29405
DETENTION CENTER,CHEROKEE COUNTY DETENTION CENTER,29340
DETENTION CENTER,CHESTER COUNTY DETENTION CENTER,29706
COUNTY JAIL,CHESTERFIELD COUNTY,29709
WORK RELEASE,CHESTERFIELD COUNTY WORK CAMP,29709
COUNTY JAIL,CLARENDON COUNTY JAIL,29102
COUNTY JAIL,COLLETON COUNTY JAIL,29488
CORRECTIONAL FACILITY,DARLINGTON COUNTY CORRECTIONAL CENTER,29532
DETENTION CENTER,DILLON COUNTY DETENTION CENTER,29536
COUNTY JAIL,DORCHESTER COUNTY JAIL,29477
COUNTY JAIL,EDGEFIELD COUNTY JAIL,29824
DETENTION CENTER,FAIRFIELD COUNTY DETENTION CENTER,29180
DETENTION CENTER,FLORENCE COUNTY DETENTION CENTER,29541
COUNTY JAIL,GEORGETOWN COUNTY JAIL,29440
DETENTION CENTER,GREENVILLE COUNTY DETENTION CENTER,29601
DETENTION CENTER,GREENWOOD COUNTY DETENTION CENTER,29646
COUNTY JAIL,HAMPTON COUNTY JAIL,29924
DETENTION CENTER,HORRY COUNTY DETENTION CENTER,29526
COUNTY JAIL,JASPER COUNTY JAIL,29936
DETENTION CENTER,KERSHAW COUNTY DETENTION CENTER,29020
DETENTION CENTER,LANCASTER COUNTY DETENTION CENTER,29721
DETENTION CENTER,LAURENS COUNTY DETENTION CENTER,29360
COUNTY JAIL,LEXINGTON COUNTY JAIL,29071
COUNTY JAIL,MCCORMICK COUNTY JAIL,29835
COUNTY PRISON,MARION COUNTY PRISON CAMP,29574
COUNTY JAIL,MARION COUNTY JAIL,29574
COUNTY JAIL,MARLBORO COUNTY JAIL,29512
DETENTION CENTER,NEWBERRY COUNTY DETENTION CENTER,29108
LAW ENFORCEMENT CENTER,OCONEE LAW ENFORCEMENT CENTER,29691
DETENTION CENTER,ORANGEBURG-CALHOUN REGIONAL DETENTION CTR,29116
COUNTY PRISON,PICKENS COUNTY PRISON,29671
COUNTY JAIL,PICKENS COUNTY JAIL,29671
DETENTION CENTER,RICHLAND COUNTY DETENTION CENTER,29209
COUNTY JAIL,SALUDA CITY-COUNTY JAIL,29138
DETENTION CENTER,SPARTANBURG COUNTY DETENTION FACILITY,29303
DETENTION CENTER,SUMTER-LEE REGIONAL DETENTION CENTER,29153
DETENTION CENTER,UNION COUNTY PUBLIC WORKS DETENTION CENTER,29379
COUNTY JAIL,UNION COUNTY JAIL,29379
COUNTY JAIL,WILLIAMSBURG COUNTY JAIL,29556
COUNTY PRISON,YORK COUNTY PRISON,29745
JUSTICE CENTER,YORK CO MOSS JUSTICE CENTER,29745
CITY JAIL,ANDERSON CITY JAIL,29624
CORRECTIONAL FACILITY,BEADLE COUNTY REGIONAL CORRECTIONS CENTER,57350
COUNTY JAIL,BON HOMME COUNTY JAIL,57066
COUNTY JAIL,BROOKINGS COUNTY JAIL,57006
COUNTY JAIL,BROWN COUNTY JAIL,57402
COUNTY JAIL,BRULE COUNTY JAIL,57325
COUNTY JAIL,CHARLES MIX COUNTY JAIL,57356
COUNTY JAIL,CLAY COUNTY JAIL,57069
DETENTION CENTER,CODINGTON COUNTY DETENTION CENTER,57201
COUNTY JAIL,CORSON COUNTY JAIL,57641
COUNTY JAIL,DAVISON COUNTY JAIL,57301
COUNTY JAIL,DAY COUNTY JAIL,57274
